paragraphId,chapterTitle,subChapterTitle,content,,dataType
20,Disclosure Requirement S4-2 - Processes for engaging with consumers and end-users about impacts,,"The undertaking shall disclose whether and how the perspectives of consumers and/or endusers inform its decisions or activities aimed at managing actual and potential impacts on consumers and/or end-users. This shall include, where relevant, an explanation of:\n (a) whether engagement occurs with affected consumers and/or end-users or their legitimate representatives directly, or with credible proxies that have insight into their situation;\n (b) the stage(s) at which engagement occurs, the type of engagement, and the frequency of the engagement;\n (c) the function and the most senior role within the undertaking that has operational responsibility for ensuring this engagement happens and that the results inform the undertaking’s approach; and\n (d) where applicable, how the undertaking assesses the effectiveness of its engagement with consumers and/or end-users, and, where relevant, any agreements or outcomes that result from such engagement.",,narrative
21,Disclosure Requirement S4-2 - Processes for engaging with consumers and end-users about impacts,,"Where applicable, the undertaking shall disclose the steps it takes to gain insight into the perspectives of consumers and/or end-users that may be particularly vulnerable to impacts and/or marginalised (for example, people with disabilities, children, etc.).",,narrative
22,Disclosure Requirement S4-2 - Processes for engaging with consumers and end-users about impacts,,"If the undertaking cannot disclose the above required information because it has not adopted a general process to engage with consumers and/or end-users, it shall disclose this to be the case. It may disclose a timeframe in which it aims to have such a process in place",,narrative
AR14,Disclosure Requirement S4-2 - Processes for engaging with consumers and end-users about impacts,Application Requirements,"Credible proxies who have knowledge of the interests, experiences or perspectives of consumers and end-users could include national consumer protection bodies for some consumers.",,
AR15,Disclosure Requirement S4-2 - Processes for engaging with consumers and end-users about impacts,Application Requirements,"When describing which function or role has operational responsibility for such engagement and/or ultimate accountability, the undertaking may disclose whether this is a dedicated role or function or part of a broader role or function, and whether any capacity building activities have been offered to support the staff to undertake engagement. If it cannot identify such a position or function, it may state that this is the case. This disclosure could also be fulfilled by making reference to information disclosed according to ESRS 2 GOV-1 The role of the administrative, management and supervisory bodies.",,semi-narrative
AR16,Disclosure Requirement S4-2 - Processes for engaging with consumers and end-users about impacts,Application Requirements,"When preparing the disclosures described in paragraph 20 b) and c), the following illustrations may be considered:\n (a) for stage(s) at which engagement occurs, examples could be in determining mitigation approaches or in evaluating their effectiveness;\n (b) for type of engagement, these could be participation, consultation and/or information;\n (c) for the frequency of the engagement, information may be provided on whether engagement occurs on a regular basis, at certain points in a project or business process, as well as whether it occurs in response to legal requirements and/or in response to stakeholder requests and whether the result of the engagement is being integrated into the undertaking's decision-making processes; and\n (d) for the role with operational responsibility, whether the undertaking requires relevant staff to have certain skills, or whether it provides training or capacity building to relevant staff to undertake engagement.",,
AR17,Disclosure Requirement S4-2 - Processes for engaging with consumers and end-users about impacts,Application Requirements,"To illustrate how the perspectives of consumers and/or end-users have informed specific decisions or activities of the undertaking, the undertaking may provide examples from the current reporting period.",,
23,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,,"The undertaking shall describe the processes it has in place to provide for or cooperate in the remediation of negative impacts on consumers and end-users that the undertaking is connected with, as well as channels available to consumers and endusers to raise concerns and have them addressed.",,
24,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,,"The objective of this Disclosure Requirement is to enable an understanding of the formal means by which consumers and/or end-users can make their concerns and needs known directly to the undertaking, and/or through which the undertaking supports the availability of such channels (for example, grievance mechanisms) by its business relationships, how follow up is performed with these consumers and/or end-users regarding the issues raised, and the effectiveness of these channels.",,
25,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,,"The undertaking shall describe:\n (a) its general approach to and processes for providing or contributing to remedy where it has identified that it has caused or contributed to a material negative impact on consumers and/or end-users, including whether and how the undertaking assesses that the remedy provided is effective;\n (b) any specific channels it has in place for consumers and/or end-users to raise their concerns or needs directly with the undertaking and have them addressed, including whether these are established by the undertaking itself and/or through participation in third-party mechanisms;\n (c) the processes through which the undertaking sup\n (d) how it tracks and monitors issues raised and addressed, and how it ensures the effectiveness of the channels, including through involvement of stakeholders who are the intended users.",,narrative
26,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,,"The undertaking shall disclose whether and how it assesses that consumers and/or endusers are aware of and trust these structures or processes as a way to raise their concerns or needs and have them addressed. In addition, the undertaking shall disclose whether it has policies in place to protect individuals from retaliation when they use such structures or processes. If such information has been disclosed in accordance with ESRS G1-1, the undertaking may refer to that information.",,narrative
27,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,,"If the undertaking cannot disclose the above required information because it has not adopted a channel for raising concerns and/or does not support the availability of mechanisms by its business relationships, it shall disclose this to be the case. It may disclose a timeframe in which it aims to have such a channel or processes in place.",,narrative
AR18,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,Application Requirements,"In fulfilling the requirements set out by the disclosure criteria of ESRS S4-3, the undertaking may be guided by the content of the UN Guiding Principles on Business and Human Rights and the OECD Guidelines for Multinational Enterprises focused on remediation and grievance mechanisms.",,
AR19,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,Application Requirements,"Channels for raising concerns or needs, include grievance mechanisms, hotlines, dialogue processes or other means through which consumers and/or end-users or their legitimate representatives can raise concerns about impacts or explain needs that they would like the undertaking to address. This could include channels provided by the undertaking directly and is to be disclosed in addition to any other mechanisms the undertaking may use to gain insight into the management of impacts on consumers and/or end-users, such as compliance audits. Where the undertaking is relying solely on information about the existence of such channels provided by its business relationships to answer this requirement, it may state that.",,
AR20,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,Application Requirements,"To provide greater insight into the information covered in ESRS S4-3, the undertaking may provide insight into whether and how consumers and/or end-users that may be affected are able to access channels at the level of the undertaking they are affected by, in relation to each material impact.",,
AR21,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,Application Requirements,"Third party mechanisms could include those operated by the government, NGOs, industry associations and other collaborative initiatives. With regard to the scope of these mechanisms, the undertaking may disclose whether these are accessible to all consumers and/or end-users who may be potentially or actually materially impacted by the undertaking, or individuals or organisations acting on their behalf or who are otherwise in a position to be aware of negative impacts, and through which consumers and/or end-users (or individuals or organisations acting on their behalf or who are otherwise in a position to be aware of negative impacts), can raise complaints or concerns related to the undertaking’s own activities",,
AR22,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,Application Requirements,"In relation to the protection of individuals that use the mechanisms against the retaliation, the undertaking may describe whether it treats grievances confidentially and with respect to the rights of privacy and data protection; and whether they allow for consumer and/or endusers to use them anonymously (for example, through representation by a third party).",,semi-narrative
AR23,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,Application Requirements,"In disclosing whether and how the undertaking knows that consumers and/or end-users are aware of and trust any of these channels, the undertaking may provide relevant and reliable data about the effectiveness of these channels from the perspective of consumers and/or end-users themselves. Examples of sources of information are surveys of consumers and/or end-users that have used such channels and their levels of satisfaction with the process and outcomes. To illustrate the usage level of such channels, the undertaking may disclose the number of complaints received from consumers and/or endusers during the reporting period.",,
AR24,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,Application Requirements,"In describing the effectiveness of channels for consumers and/or end-users to raise concerns, the undertaking may be guided by the following questions, based on the “effectiveness criteria for nonjudicial grievance mechanisms”, as laid out in the UN Guiding Principles on Business and Human Rights. The below considerations may be applied on an individual channel basis or for the collective system of channels:\n (a) do the channels hold legitimacy by providing appropriate accountability for their fair conduct and building stakeholder trust?\n (b) are the channels known and accessible to stakeholders?\n (c) do the channels have known procedures, set timeframes and clarity on the processes?\n (d) do the channels ensure reasonable access to sources of information, advice and expertise?\n (e) do the channels offer transparency by providing sufficient information both to complainants and where applicable, to meet any public interest at stake?\n (f) do the outcomes achieved from the channels accord with internationally recognised human rights?\n (g) does the undertaking identify insights from the channels that support continuous learning in both improving the channels and preventing future impacts?\n (h) does the undertaking focus on dialogue with complainants as the means to reach agreed solutions, rather than seeking to unilaterally determine the outcome? For more information, see Principle 31 of the UN Guiding Principles on Business and Human Rights.",,
28,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",,"The undertaking shall disclose how it takes action to address material impacts on consumers and end-users, and to manage material risks and pursue material opportunities related to consumers and end-users, and effectiveness of those actions.",,
29,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",,"The objective of this Disclosure Requirement is twofold. Firstly, it is to provide an understanding of any actions and initiatives through which the undertaking seeks to:\n (a) prevent, mitigate and remediate the negative material impacts on consumers and/or endusers, and/or\n (b) achieve positive material impacts for consumers and/or end-users. Secondly, it is to enable an understanding of the ways in which the undertaking is addressing the material risks and pursuing the material opportunities related to consumers and/or endusers.",,
30,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",,"The undertaking shall provide a summarised description of the action plans and resources to manage its material impacts, risks, and opportunities related to consumers and end-users as per ESRS 2 MDR-A Actions and resources in relation to material sustainability matters.",,
31,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",,"In relation to material impacts, the undertaking shall describe:\n (a) actions taken, planned or underway to prevent, mitigate or remediate material negative impacts on consumers and/or end-users;\n (b) whether and how it has taken action to provide or enable remedy in relation to an actual material impact;\n (c) any additional actions or initiatives it has in place with the primary purpose of positively contributing to improved social outcomes for consumers and/or end-users; and\n (d) how it tracks and assesses the effectiveness of these actions and initiatives in delivering intended outcomes for consumers and/or end-users.",,narrative
32,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",,"In relation to paragraph 28, the undertaking shall describe:\n (a) the processes through which it identifies what action is needed and appropriate in response to a particular actual or potential negative impact on consumers and/or endusers;\n (b) its approaches to taking action in relation to specific material negative impacts on consumers and/or end-users, including any action in relation to its own practices regarding product design, marketing or sales, as well as whether wider industry or collaborative action with other relevant parties will be required; and\n (c) how it ensures that processes to provide or enable remedy in the event of material negative impacts are available and effective in their implementation and outcomes.",,narrative
33,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",,"In relation to material risks and opportunities, the undertaking shall describe:\n (a) what action is planned or underway to mitigate material risks for the undertaking arising from its impacts and dependencies on consumers and/or end-users and how it tracks effectiveness in practice; and\n (b) what action is planned or underway to pursue material opportunities for the undertaking in relation to consumers and/or end-users.",,narrative
34,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",,"The undertaking shall disclose whether and how it takes action to avoid causing or contributing to material negative impacts on consumers and/or end-users through its own practices, including, where relevant, in relation to marketing, sales and data use. This may include disclosing what approach is taken when tensions arise between the prevention or mitigation of material negative impacts and other business pressures.",,narrative
35,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",,"When preparing this disclosure, the undertaking shall consider whether severe human rights issues and incidents connected to its consumers and/or end-users have been reported and, if applicable, disclose these12 .",,narrative
36,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",,"Where the undertaking evaluates the effectiveness of an action by setting a target, in disclosing the information required under paragraph 32 (c), the undertaking shall consider ESRS 2 MDRT Tracking effectiveness of policies and actions through targets",,
37,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",,The undertaking shall disclose what resources are allocated to the management of its material impacts with information that enables users to gain an understanding of how the material impacts are managed.,,narrative
AR25,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"It may take time to understand negative impacts and how the undertaking may be involved with them through its downstream value chain, as well as to identify appropriate responses and put them into practice). Therefore, the undertaking shall consider:\n (a) Its general and specific approaches to addressing material negative impacts;\n (b) its initiatives aimed at contributing to additional material positive impacts;\n (c) how far it has progressed in its efforts during the reporting period; and (d) its aims for continued improvement.",,narrative
AR26,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"Appropriate action can vary according to whether the undertaking causes or contributes to a material impact, or whether the material impact is directly linked to its own operations, products or services through a business relationship.",,
AR27,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"Given that material negative impacts affecting consumers and/or end-users that have occurred during the reporting period may also be linked to entities or operations outside its direct control, the undertaking may disclose whether and how it seeks to use leverage with relevant business relationships to manage those impacts. This may include using commercial leverage (for example, enforcing contractual requirements with business relationships or implementing incentives), other forms of leverage within the relationship (such as providing training or capacity-building on proper product use or sale practices to business relationships) or collaborative leverage with peers or other actors (such as initiatives aimed at responsible marketing or product safety).",,narrative
AR28,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"When the undertaking discloses its participation in an industry or multi-stakeholder initiative as part of its actions to address material negative impacts, the undertaking may disclose how the initiative, and its own involvement, is aiming to address the material impact concerned. It may disclose under ESRS S4-5 the relevant targets set by the initiative and progress towards them",,narrative
AR29,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"When disclosing whether and how it considers actual and potential impacts on consumers and/or end-users in decisions to terminate business relationships and whether and how it seeks to address any negative impacts that may result from termination, the undertaking may include examples.",,
AR30,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"In disclosing how it tracks the effectiveness of actions to manage material impacts during the reporting period, the undertaking may disclose any lessons learned from the previous and current reporting periods",,
AR31,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"Processes used to track the effectiveness of actions can include internal or external auditing or verification, court proceedings and/or related court decisions, impact assessments, measurement systems, stakeholder feedback, grievance mechanisms, external performance ratings, and benchmarking.",,
AR32,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,Reporting on effectiveness is aimed at enabling the understanding of the links between actions taken by the undertaking and the effective management of impacts.,,
AR33,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"With regard to initiatives or processes the undertaking has in place that are based on affected consumers and/or end-users’ needs and their level of implementation, the undertaking may disclose:\n (a) information about whether and how consumers and/or end-users and legitimate representatives or their credible proxies play a role in decisions regarding the design and implementation of these programmes or processes; and\n (b) information about the intended or achieved positive outcomes for consumers and/or end- users of these programmes or processes.",,
