paragraphId,chapterTitle,subChapterTitle,content,,dataType
8,Interaction with other ESRS ,,This Standard shall be read in conjunction with ESRS 1 General principles and ESRS 2 General requirements.,,
9,Interaction with other ESRS ,,"This Standard shall be read in conjunction with ESRS S2 Workers in the value chain, ESRS S3 Affected communities and ESRS S4 Consumers and end-users.",,
10,Interaction with other ESRS ,,"The reporting under this Standard shall be consistent, coherent and where relevant clearly linked with reporting on the undertaking’s own workforce under ESRS S2, in order to ensure effective reporting.",,
11,ESRS 2 General disclosures,,"The requirements of this section should be read in conjunction with the disclosures required by ESRS 2 on Strategy (SBM). The resulting disclosures shall be presented alongside the disclosures required by ESRS 2, except for ESRS 2 SBM-3, for which the undertaking has an option to present the disclosures alongside the topical disclosure.",,
12,Disclosure Requirement related to ESRS 2 SBM-2 – Interests and views of stakeholders,,"When responding to ESRS 2 SBM-2, the undertaking shall disclose how the interests, views, and rights of people in its own workforce, including respect for their human rights, inform its strategy and business model. The undertaking’s own workforce is a key group of affected stakeholders.",,
AR4,Disclosure Requirement related to ESRS 2 SBM-2 – Interests and views of stakeholders,Application Requirements,"ESRS 2 SBM-2 requires the undertaking to provide an understanding of whether and how it considers the role that its strategy and business model may play in creating, exacerbating or mitigating significant material impacts on its own workforce, and whether and how the business model and strategy are adapted to address such material impacts.",,
AR5,Disclosure Requirement related to ESRS 2 SBM-2 – Interests and views of stakeholders,Application Requirements,"While the undertaking’s own workforce may not be engaging with the undertaking at the level of its strategy or business model, their views can inform the undertaking’s assessment of its strategy and business model. The undertaking shall consider the views of workers’ representatives when applicable to fulfil this disclosure.",,
13,"Disclosure Requirement related to ESRS 2 SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model",,"When responding to ESRS 2 SBM-3 paragraph 48, the undertaking shall disclose:\n (a) whether and how actual and potential impacts on its own workforce as identified in ESRS 2 IRO-1 Description of the processes to identify and assess material impacts, risks and opportunities: (i) originate from or are connected to the undertaking’s strategy and business models, and (ii) inform and contribute to adapting the undertaking’s strategy and business model; and\n (b) the relationship between its material risks and opportunities arising from impacts and dependencies on own workforce and its strategy and business model.",,
14,"Disclosure Requirement related to ESRS 2 SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model",,"When fulfilling the requirements of paragraph 48, the undertaking shall disclose whether all people in its own workforce who could be materially impacted by the undertaking are included in the scope of its disclosure under ESRS 2. These material impacts shall include impacts that are connected with the undertaking’s own operations and its value chain, including through its products or services, as well as through its business relationships. In addition, the undertaking shall provide the following information:\n (a) a brief description of the types of employees and non-employees in its own workforce subject to material impacts by its operations, and specify whether they are employees, self- employed people, or people provided by third party undertakings primarily engaged in employment activities;\n (b) in the case of material negative impacts, whether they are either (i) widespread or systemic in contexts where the undertaking operates (for example, child labour or 5 forced labour or compulsory labour in specific countries or regions outside the EU), or (ii) related to individual incidents (for example, an industrial accident or an oil spill);\n (c) in the case of material positive impacts, a brief description of the activities that result in the positive impacts, the types of employees and non-employees in its own workforce that are positively affected or could be positively affected; the undertaking may also disclose whether the positive impacts occur in specific countries or regions;\n (d) any material risks and opportunities for the undertaking arising from impacts and dependencies on its own workforce;\n (e) any material impacts on its own workforce that may arise from transition plans for reducing negative impacts on the environment and achieving greener and climateneutral operations, including information on the impacts on own workforce caused by the undertaking’s plans and actions to reduce carbon emissions in line with international agreements. Impacts, risks and opportunities include restructuring and employment loss as well as opportunities arising from job creation and reskilling or upskilling;\n (f) operations at significant risk of incidents of forced labour or compulsory labour1 either in terms of:\n (fi) type of operation (such as manufacturing plant); or\n (fii) countries or geographic areas with operations considered at risk;\n (g) operations at significant risk of incidents of child labour2 either in terms of:\n (gi) type of operation (such as manufacturing plant); or\n (gii) countries or geographic areas with operations considered at risk",,semi-narrative
15,"Disclosure Requirement related to ESRS 2 SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model",,"In describing the main types of people in its own workforce who are or could be negatively affected, based on the materiality assessment set out in ESRS 2 IRO 1, the undertaking shall disclose whether and how it has developed an understanding of how people with particular characteristics, those working in particular contexts, or those undertaking particular activities may be at greater risk of harm",,narrative
16,"Disclosure Requirement related to ESRS 2 SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model",,"The undertaking shall disclose which, if any, of its material risks and opportunities arising from impacts and dependencies on people in its own workforce relate to specific groups of people (for example, particular age groups, or people working in a particular factory or country) rather than to all of its own workforce (for example, a general pay cut, or training offered to all people in its own workforce).",,narrative
AR6,"Disclosure Requirement related to ESRS 2 SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model",Application Requirements,"Impacts on the undertaking’s own workforce can originate in its strategy or business model in a number of different ways. For example, impacts may relate to the undertaking’s value proposition (such as providing lowest cost products or services, or high-speed delivery, in ways that put pressure on labour rights in its own operations), or its cost structure and the revenue model (such as shifting inventory risk to suppliers, with knock-on effects on the labour rights of people who work for them).",,
AR7,"Disclosure Requirement related to ESRS 2 SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model",Application Requirements,"Impacts on the undertaking’s own workforce that originate in the strategy or business model can also bring material risks to the undertaking. For example, risks arise if some people in the workforce are at risk of forced labour, and the undertaking is importing products into countries where the law allows for the confiscation of imported goods that are suspected of being made with forced labour. An example of opportunities for the undertaking may result from providing opportunities for the workforce such as job creation and upskilling in the context of a “just transition”. Another example, in the context of a pandemic or other severe health crisis, relates to the undertaking potentially relying on contingent labour with little to no access to sick care and health benefits that may face severe operational and business continuity risks as workers have no choice but to keep working while sick, further exacerbating the spread of the disease and causing major supply chain breakdowns. Reputational and business opportunity risks linked to the exploitation of lowskilled, low-paid workers in sourcing geographies with minimal protections for them are also increasing with media backlash and consumer preferences moving to more ethically sourced or sustainable goods.",,
AR8,"Disclosure Requirement related to ESRS 2 SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model",Application Requirements,"Examples of particular characteristics of people in the undertaking’s own workforce that may be considered by the undertaking when responding to paragraph 15 relate to young people that may be more susceptible to impacts on their physical and mental development, or women in a context where women are routinely discriminated against in the terms and conditions of work, or migrants in a context where the market for the supply of labour is poorly regulated and workers are routinely charged recruitment fees. For some people in the 19 workforce, the inherent nature of the activity that they are required to undertake may put them at risk (for example, people required to handle chemicals or operate certain equipment or low paid employees who are on “zero hours” contracts).",,
AR9,"Disclosure Requirement related to ESRS 2 SBM-3 – Material impacts, risks and opportunities and their interaction with strategy and business model",Application Requirements,"With regard to paragraph 16, material risks could also arise because of the undertaking’s dependency on its own workforce where low-likelihood but high-impact events may trigger financial effects; for example, where a global pandemic leads to severe health impacts on the undertaking’s workforce resulting in major disruptions to production and distribution. Other examples of risk related to the undertaking’s dependency on its workforce include a shortage in skilled workers or political decisions or legislation affecting its own operations and own workforce.",,
17,Disclosure Requirement S1-1 – Policies related to own workforce,,"The undertaking shall describe its policies adopted to manage its material impacts on its own workforce, as well as associated material risks and opportunities",,
18,Disclosure Requirement S1-1 – Policies related to own workforce,,"The objective of this Disclosure Requirement is to enable an understanding of the extent to which the undertaking has policies that address the identification, assessment, management and/or remediation of material impacts on the undertaking’s own workforce specifically, as well as policies that cover material impacts, risks and opportunities related to its own workforce.",,
19,Disclosure Requirement S1-1 – Policies related to own workforce,,"The disclosure required by paragraph 17 shall contain the information on the undertaking’s policies to manage its material impacts, risks and opportunities related to its own workforce in accordance with ESRS 2 MDR-P Policies adopted to manage material sustainability matters. In addition, the undertaking shall specify if such policies cover specific groups within its own workforce or all of its own workforce.",,MDR-P
20,Disclosure Requirement S1-1 – Policies related to own workforce,,"The undertaking shall describe its human rights policy commitments3 that are relevant to its own workforce, including those processes and mechanisms to monitor compliance with the UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work and the OECD Guidelines for Multinational Enterprises4 . In its disclosure it shall focus on those matters that are material in relation to, as well as its general approach to:\n (a) respect for the human rights, including labour rights, of people in its own workforce;\n (b) engagement with people in its own workforce; and\n (c) measures to provide and/or enable remedy for human rights impacts.",,narrative
21,Disclosure Requirement S1-1 – Policies related to own workforce,,"The undertaking shall disclose whether and how its policies with regard to its own workforce are aligned with relevant internationally recognised instruments, including the UN Guiding Principles on Business and Human Rights5 .",,narrative
22,Disclosure Requirement S1-1 – Policies related to own workforce,,"The undertaking shall state whether its policies in relation to its own workforce explicitly address trafficking in human beings99 , forced labour or compulsory labour and child labour.",,semi-narrative
23,Disclosure Requirement S1-1 – Policies related to own workforce,,The undertaking shall state whether it has a workplace accident prevention policy or management system6 .,,semi-narrative
24,Disclosure Requirement S1-1 – Policies related to own workforce,,"The undertaking shall disclose:\n (a) whether it has specific policies aimed at the elimination of discrimination, including harassment, promoting equal opportunities and other ways to advance diversity and inclusion;\n (b) whether the following grounds for discrimination are specifically covered in the policy: racial and ethnic origin, colour, sex, sexual orientation, gender identity, disability, age, religion, political opinion, national extraction or social origin, or other forms of discrimination covered by Union regulation and national law;\n (c) whether the undertaking has specific policy commitments related to inclusion or positive action for people from groups at particular risk of vulnerability in its own workforce and, if so, what these commitments are; and\n (d) whether and how these policies are implemented through specific procedures to ensure discrimination is prevented, mitigated and acted upon once detected, as well as to advance diversity and inclusion in general.",,semi-narrative
AR10,Disclosure Requirement S1-1 – Policies related to own workforce,Application Requirements,"The undertaking shall consider whether explanations of significant changes to the policies adopted during the reporting year (for example, new expectations for foreign subsidiaries, new or additional approaches to due diligence and remedy) provide contextual information for users and may disclose such explanations. This includes policies and commitments of the undertaking to prevent or mitigate the risks and negative impacts on people in its own workforce of reducing carbon emissions and transitioning to greener and climate-neutral operations as well as to provide opportunities for the workforce such as job creation and upskilling, including explicit commitments to a ‘just transition’.",,narrative
AR11,Disclosure Requirement S1-1 – Policies related to own workforce,Application Requirements,"The policy may take the form of a stand-alone policy regarding the undertaking’s own workforce or be included in a broader document such as a code of ethics or a general sustainability policy that has already been disclosed by the undertaking as part of another ESRS. In those cases, the undertaking shall provide an accurate cross-reference to identify the aspects of the policy that satisfy the requirements of this Disclosure Requirement.",,
AR12,Disclosure Requirement S1-1 – Policies related to own workforce,Application Requirements,"When disclosing the alignment of its policies with the UN Guiding Principles on Business and Human Rights, the undertaking shall consider that the Guiding Principles refer to the International Bill of Human Rights, which consist of the Universal Declaration of Human Rights and the two Covenants that implement it, as well as the International Labour Organisation’s Declaration on Fundamental Rights and Principles at Work and the core conventions that underpin it, and may report on alignment with these instruments.",,
AR13,Disclosure Requirement S1-1 – Policies related to own workforce,Application Requirements,"When explaining how external-facing policies are embedded, the undertaking may, for example, consider internal policies of responsible sourcing, and alignment with other policies relevant to own workers, for example, regarding forced labour. With regard to supplier codes of conduct that the undertaking may have, it shall indicate whether they include provisions addressing the safety of workers, precarious work (i.e., use of workers on short-term or limited hours contracts, workers employed via third parties, sub-contracting to third parties or use of informal workers), human trafficking, the use of forced labour or child labour, and whether such provisions are fully in line with applicable ILO standards.",,
AR14,Disclosure Requirement S1-1 – Policies related to own workforce,Application Requirements,"The undertaking may provide an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant, either because they are expected to implement them (for example, the undertaking’s employees, contractors and suppliers), or because they have a direct interest in their implementation (for example, people in its own workforce, investors). It may disclose communication tools and channels (for example, flyers, newsletters, dedicated websites, social media, face to face interactions, workers’ representatives), aimed at ensuring that the policy is accessible and that different audiences understand its implications. The undertaking may also explain how it identifies and removes potential barriers for dissemination, such as through translation into relevant languages or the use of graphic depictions.",,narrative
AR15,Disclosure Requirement S1-1 – Policies related to own workforce,Application Requirements,"Discrimination in employment and occupation occurs when someone is treated differently or less favourably because of characteristics that are not related to merit or the inherent requirements of the job. These characteristics are commonly defined in national laws. Besides the grounds mentioned in the Disclosure Requirement, the undertaking shall consider other grounds for discrimination prohibited under national legislation.",,
AR16,Disclosure Requirement S1-1 – Policies related to own workforce,Application Requirements,"Discrimination can arise in a variety of work-related activities. These include access to employment, particular occupations, training and vocational guidance and social security. Moreover, it can occur with respect to the terms and conditions of employment, such as: recruitment, remuneration, hours of work and rest, paid holidays, maternity protection, security of tenure, job assignments, performance assessment and advancement, training opportunities, promotion prospects, occupational safety and health, termination of employment. The undertaking may address these areas specifically when disclosing its policies and underlying procedures to fulfil the disclosure requirement.",,
AR17,Disclosure Requirement S1-1 – Policies related to own workforce,Application Requirements,"The undertaking may disclose whether it:\n (a) has policies and procedures which make qualifications, skills and experience the basis for the recruitment, placement, training and advancement at all levels, while accounting for the fact that some individuals may have more difficulty than others to acquire such qualifications, skills and experience;\n (b) assigns responsibility at top management level for equal treatment and opportunities in employment, issue clear company-wide policies and procedures to guide equal employment practices, and link advancement to desired performance in this area;\n (c) provides staff training on non-discrimination policies and practices, with a particular focus on middle and upper management to raise awareness and address resolution strategies for preventing and addressing systemic and incidental discrimination;\n (d) makes adjustments to the physical environment to ensure health and safety for workers, customers and other visitors with disabilities;\n (e) evaluates whether job requirements have been defined in a way that could systematically disadvantage certain groups;\n (f) keeps up-to-date records on recruitment, training and promotion that provide a transparent view of opportunities for employees and their progression within the undertaking;\n (g) puts in place grievance procedures to address complaints, handle appeals and provide recourse for employees (especially in the context of negotiations and collective agreements) when discrimination is identified, and is alert to formal structures and informal cultural issues that can prevent employees from raising concerns and grievances; and (h) has programs to promote access to skills development.",,semi-narrative
25,Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts,,The undertaking shall disclose its general processes for engaging with people in its own workforce and workers' representatives about actual and potential impacts on its own workforce.,,
26,Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts,,"The objective of this Disclosure Requirement is to enable an understanding of how the undertaking engages, as part of its ongoing due diligence process, with people in its own workforce and workers' representatives about material, actual and potential, positive and/or negative impacts that do or are likely to affect them, and whether and how perspectives of its own workforces are taken into account in the decision-making processes of the undertaking.",,
27,Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts,,"The undertaking shall disclose whether and how the perspectives of its own workforce inform its decisions or activities aimed at managing the actual and potential impacts on its own workforce. This shall include, where relevant, an explanation of:\n (a) whether engagement occurs directly with the undertaking’s own workforce or workers' representatives;\n (b) the stage(s) at which engagement occurs, the type of engagement and frequency of the engagement;\n (c) the function and the most senior role within the undertaking that has operational responsibility for ensuring that this engagement happens and that the results inform the undertaking’s approach;\n (d) where applicable, a Global Framework Agreement or other agreements that the undertaking has with workers' representatives related to the respect of human rights of its own workforce, including an explanation of how the agreement enables the undertaking to gain insight into the perspectives of its own workforce; and\n (e) where applicable, how the undertaking assesses the effectiveness of its engagement with its own workforce, including, where relevant, any agreements or outcomes that result.",,narrative
28,Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts,,"Where applicable, the undertaking shall disclose the steps it takes to gain insight into the perspectives of people in its own workforce who may be particularly vulnerable to impacts and/or marginalised (for example, women, migrants, people with disabilities).",,narrative
29,Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts,,"If the undertaking cannot disclose the above required information because it has not adopted a general process to engage with its own workforce, it shall disclose this to be the case. It may disclose a timeframe in which it aims to have such a process in place.",,narrative
AR18,Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts,Application Requirements,"When describing what function or role has operational responsibility for such engagement and/or ultimate accountability, the undertaking may disclose whether this is a dedicated role or function or part of a broader role or function, and whether any capacity building activities have been offered to support the staff to undertake engagement. If it cannot identify such a position or function, it may state that this is the case. This disclosure could also be fulfilled by making reference to information disclosed according to ESRS 2 GOV-1 The role of the administrative, management and supervisory bodies.",,
AR19,Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts,Application Requirements,"When preparing the disclosures described in paragraph 27 b) and c), the following illustrations may be considered:\n (a) examples of stages at which engagement occurs are i) determining the approach to mitigation and ii) evaluating the effectiveness of mitigation;\n (b) for type of engagement, these could be participation, consultation and/or information;\n (c) for the frequency of the engagement, information may be provided on whether engagement occurs on a regular basis, at certain points in a project or business process, (for example, when a new harvest season begins or a new production line is opened), as well as whether it occurs in response to legal requirements and/or in response to stakeholder requests and whether the result of the engagement is being integrated into the undertaking's decision-making processes; and\n (d) for the role with operational responsibility, whether the undertaking requires relevant staff to have certain skills, or whether it provides training or capacity building to relevant staff to undertake engagement.",,
AR20,Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts,Application Requirements,Global Framework Agreements (GFA) serve to establish an ongoing relationship between a multinational enterprise and a Global Union Federation to ensure that the undertaking adheres to the same standards in every country in which it operates.,,
AR21,Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts,Application Requirements,"To illustrate how the perspectives of its own workforce have informed specific decisions or activities, the undertaking may provide examples from the current reporting period.",,
AR22,Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts,Application Requirements,"Where the undertaking has agreements with national, European or international trade unions or works councils related to the rights of people its own workforce, this can be disclosed to illustrate how the agreement enables the undertaking to gain insight into the perspectives of such people.",,
AR23,Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts,Application Requirements,"Where possible, the undertaking may disclose examples from the reporting period to illustrate how the perspectives of its own workforce and workers' representatives have informed specific decisions or activities of the undertaking.",,
AR24,Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts,Application Requirements,"The undertaking shall consider the following aspects when fulfilling this Disclosure Requirement:\n (a) The type of engagement (for example, information, consultation or participation) and its frequency (for example, ongoing, quarterly, annually);\n (b) how feedback is recorded and integrated into decision-making, and how people in the workforce are informed about the way in which their feedback has influenced decisions;\n (c) whether engagement activities take place at the organisational level or at a lower level, such as at the site or project level, and in the latter case, how information from engagement activities is centralised;\n (d) the resources (for example, financial or human resources) allocated to engagement; and\n (e) how it engages with people in its workforce and workers’ representatives on the impacts on its own workforce that may arise from reducing carbon emissions and transitioning to greener and climate-neutral operations, in particular restructuring, employment loss or creation, training and up/reskilling, gender and social equity, and health and safety",,
AR25,Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts,Application Requirements,"The undertaking may also disclose the following information in relation to paragraph 24 on diversity:\n (a) how it engages with at-risk or persons in vulnerable situations (for example whether it takes specific approaches and gives special attention to potential barriers);\n (b) how it takes into account potential barriers to engagement with people in its workforce (for example, language and cultural differences, gender and power imbalances, divisions within a community or group);\n (c) how it provides people in its workforce with information that is understandable and accessible through appropriate communication channels;\n (d) any conflicting interests that have arisen among its workforce and how the undertaking has resolved these conflicting interests; and\n (e) how it seeks to respect the human rights of all stakeholders engaged, for example, their rights to privacy, freedom of expression, and peaceful assembly and protest.",,narrative
AR26,Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts,Application Requirements,"The undertaking may also report information about the effectiveness of processes for engaging with its own workforce from previous reporting periods. This applies in cases where the undertaking has assessed the effectiveness of these processes or derived lessons during the current reporting period. Processes used to track effectiveness can include internal or external auditing or verification, impact assessments, measurement systems, stakeholder feedback, grievance mechanisms, external performance ratings, and benchmarking.",,narrative
30,Disclosure Requirement S1-3 – Processes to remediate negative impacts and channels for own workforce to raise concerns,,"The undertaking shall describe the processes it has in place to provide for or cooperate in the remediation of negative impacts on people in its own workforce that the undertaking is connected with, as well as channels available to its own workforce to raise concerns and have them addressed.",,
31,Disclosure Requirement S1-3 – Processes to remediate negative impacts and channels for own workforce to raise concerns,,"The objective of this Disclosure Requirement is to enable an understanding of the formal means by which the undertaking’s own workforce can make their concerns and needs known directly to the undertaking and/or through which the undertaking supports the availability of such channels (for example, grievance mechanisms) in the workplace, and how follow up is carried out with the people concerned regarding the issues raised and the effectiveness of these channels.",,
32,Disclosure Requirement S1-3 – Processes to remediate negative impacts and channels for own workforce to raise concerns,,"The undertaking shall describe the processes in place to cover the matters defined within paragraph 2 of the Objective section by disclosing the following information:\n (a) its general approach to and processes for providing or contributing to remedy where it has caused or contributed to a material negative impact on people in its own workforce, including whether and how the undertaking assesses that the remedy provided is effective;\n (b) any specific channels it has in place for its own workforce to raise their concerns or needs directly with the undertaking and have them addressed, including whether these are established by the undertaking itself and/or through participation in third-party mechanisms;\n (c) whether or not the undertaking has a grievance/complaints handling mechanism related to employee matters7 ; and\n (d) the processes through which the undertaking supports the availability of such channels in the workplace of its own workforce; and\n (e) how it tracks and monitors issues raised and addressed, and, how it ensures the effectiveness of the channels, including through the involvement of stakeholders who are intended users.",,narrative
33,Disclosure Requirement S1-3 – Processes to remediate negative impacts and channels for own workforce to raise concerns,,"The undertaking shall disclose whether and how it assesses that people in its own workforce are aware of, and trust, these structures or processes as a way to raise their concerns or needs and have them addressed. In addition, the undertaking shall disclose whether it has policies in place regarding the protection of individuals that use them, including workers’ representatives, against retaliation. If such information has been disclosed in accordance with ESRS G1-1, the undertaking may refer to that information.",,narrative
34,Disclosure Requirement S1-3 – Processes to remediate negative impacts and channels for own workforce to raise concerns,,"If the undertaking cannot disclose the above required information because it has not adopted a channel for raising concerns and/or does not support the availability of such a channel in the workplace for its own workforce, it shall disclose this to be the case. It may disclose a timeframe in which it aims to have such a channel in place.",,narrative
AR27,Disclosure Requirement S1-3 – Processes to remediate negative impacts and channels for own workforce to raise concerns,Application Requirements,"In fulfilling the requirements set out by the disclosure criteria of Disclosure Requirement ESRS S1-3, the undertaking may be guided by the content of the UN Guiding Principles on Business and Human Rights and the OECD Due Diligence Guidance for Responsible Business Conduct focused on remediation and grievance mechanisms.",,
AR28,Disclosure Requirement S1-3 – Processes to remediate negative impacts and channels for own workforce to raise concerns,Application Requirements,"Channels for raising concerns or needs include grievance mechanisms, hotlines, trade unions (where people in the workforce are unionised), works councils, dialogue processes or other means through which the undertaking’s own workforce or workers’ representatives can raise concerns about impacts or explain needs that they would like the undertaking to address. This could include both channels provided by the undertaking directly and channels provided by the entities where their own workforce is working, in addition to any other mechanisms an undertaking may use to gain insight into the management of impacts on its own workforce, such as compliance audits. Where the undertaking is relying solely on information about the existence of such channels provided by its business relationships to answer this requirement, it may state that.",,
AR29,Disclosure Requirement S1-3 – Processes to remediate negative impacts and channels for own workforce to raise concerns,Application Requirements,"Third party mechanisms could include those operated by the government, NGOs, industry associations and other collaborative initiatives. The undertaking may disclose whether these are accessible to all of its own workforce (or workers’ representatives or, in their absence, individuals or organisations acting on their behalf or who are otherwise in a position to be aware of negative impacts).",,semi-narrative
AR30,Disclosure Requirement S1-3 – Processes to remediate negative impacts and channels for own workforce to raise concerns,Application Requirements,"The undertaking shall consider whether and how people in its own workforce that may be affected and their workers' representatives are able to access channels at the level of the undertaking they are employed by, or contracted to work for, in relation to each material impact. Relevant channels may include hotlines, trade unions (where people in the workforce are unionised) or works councils, or other grievance mechanisms operated by the relevant undertaking or by a third party.",,narrative
AR31,Disclosure Requirement S1-3 – Processes to remediate negative impacts and channels for own workforce to raise concerns,Application Requirements,"In explaining whether and how the undertaking knows that people in its own workforce are aware of and trust any of these channels, the undertaking may provide relevant and reliable data about the effectiveness of these channels from the perspective of the people concerned. Examples of sources of information are surveys of people in the undertaking’s workforce that have used such channels and their levels of satisfaction with the process and outcomes.",,
